0.306189,lookup,8,32,10000000
0,fpr,8,32,10000000
1.80442,init,8,33,10000000
0.40007,insert,8,33,10000000
27.3555,weight,8,33,10000000
0.381457,lookup,8,33,10000000
0,fpr,8,33,10000000
0.228152,init,8,30,100000000
1.52823,insert,8,30,100000000
3.4746,weight,8,30,100000000
2.06348,lookup,8,30,100000000
0.01342,fpr,8,30,100000000
0.451762,init,8,31,100000000
1.57908,insert,8,31,100000000
6.56189,weight,8,31,100000000
2.30702,lookup,8,31,100000000
0.00082,fpr,8,31,100000000
0.91738,init,8,32,100000000
1.82473,insert,8,32,100000000
12.7944,weight,8,32,100000000
2.13893,lookup,8,32,100000000
7e-05,fpr,8,32,100000000
1.78515,init,8,33,100000000
2.33606,insert,8,33,100000000
26.2559,weight,8,33,100000000
3.06684,lookup,8,33,100000000
1e-05,fpr,8,33,100000000
0.230559,init,8,30,10000000
0.225014,insert,8,30,10000000
3.74552,weight,8,30,10000000
0.232125,lookup,8,30,10000000
2e-05,fpr,8,30,10000000
0.448465,init,8,31,10000000
0.26845,insert,8,31,10000000
6.76651,weight,8,31,10000000
0.275799,lookup,8,31,10000000
0,fpr,8,31,10000000
0.917777,init,8,32,10000000
0.336861,insert,8,32,10000000
11.9251,weight,8,32,10000000
0.333698,lookup,8,32,10000000
0,fpr,8,32,10000000
1.78687,init,8,33,10000000
0.397795,insert,8,33,10000000
27.0373,weight,8,33,10000000
0.376754,lookup,8,33,10000000
0,fpr,8,33,10000000
0.229704,init,8,30,100000000
1.54849,insert,8,30,100000000
3.80682,weight,8,30,100000000
1.98181,lookup,8,30,100000000
0.01342,fpr,8,30,100000000
0.451561,init,8,31,100000000
1.58093,insert,8,31,100000000
6.59981,weight,8,31,100000000
2.2266,lookup,8,31,100000000
0.00082,fpr,8,31,100000000
0.912652,init,8,32,100000000
1.79673,insert,8,32,100000000
13.5355,weight,8,32,100000000
2.7514,lookup,8,32,100000000
7e-05,fpr,8,32,100000000
1.8026,init,8,33,100000000
2.29401,insert,8,33,100000000
25.3864,weight,8,33,100000000
2.96136,lookup,8,33,100000000
1e-05,fpr,8,33,100000000
0.23233,init,8,30,10000000
0.227647,insert,8,30,10000000
3.55653,weight,8,30,10000000
0.22941,lookup,8,30,10000000
2e-05,fpr,8,30,10000000
0.448488,init,8,31,10000000
0.272758,insert,8,31,10000000
6.64748,weight,8,31,10000000
0.259366,lookup,8,31,10000000
0,fpr,8,31,10000000
0.905347,init,8,32,10000000
0.345882,insert,8,32,10000000
12.2251,weight,8,32,10000000
0.325722,lookup,8,32,10000000
0,fpr,8,32,10000000
1.8016,init,8,33,10000000
0.394229,insert,8,33,10000000
26.1142,weight,8,33,10000000
0.378635,lookup,8,33,10000000
0,fpr,8,33,10000000
0.229348,init,8,30,100000000
1.50921,insert,8,30,100000000
3.56195,weight,8,30,100000000
1.98247,lookup,8,30,100000000
0.01342,fpr,8,30,100000000
0.452092,init,8,31,100000000
1.59114,insert,8,31,100000000
6.59647,weight,8,31,100000000
2.50194,lookup,8,31,100000000
0.00082,fpr,8,31,100000000
0.91686,init,8,32,100000000
1.79786,insert,8,32,100000000
13.3125,weight,8,32,100000000
2.35067,lookup,8,32,100000000
7e-05,fpr,8,32,100000000
1.80301,init,8,33,100000000
2.37227,insert,8,33,100000000
26.8337,weight,8,33,100000000
3.10605,lookup,8,33,100000000
1e-05,fpr,8,33,100000000
